id,player_name,pos,age,state,club_name
2026,Kevin Strootman ,M,29,Starter,Marseille
2027,Memphis Depay ,F,25,Starter,Lyon
2028,Steve Mandanda ,GK,34,Starter,Marseille
2029,Nacer Chadli ,F,29,Reserve,Monaco
2030,Lassana Diarra ,M,34,Reserve,PSG
2031,Hatem Ben Arfa ,M,32,Starter,Rennes
2032,Yann M'Vila ,M,28,Starter,St-Étienne
2033,Adil Rami ,D,33,Starter,Marseille
2034,Bertrand Traoré ,F,23,Starter,Lyon
2035,Mapou Yanga-Mbiwa ,D,29,Reserve,Lyon
2036,Nabil Fekir ,M,25,Starter,Lyon
2037,Kamil Glik ,D,31,Starter,Monaco
2038,Leandro Paredes ,M,24,Starter,PSG
2039,Stevan Jovetic ,F,29,Reserve,Monaco
2040,Jemerson ,D,26,Reserve,Monaco
2041,Djibril Sidibé ,D,26,Starter,Monaco
2042,Thomas Meunier ,D,27,Starter,PSG
2043,Naldo ,D,36,Reserve,Monaco
2044,Aymen Abdennour ,D,29,Reserve,Marseille
2045,Adrien Rabiot ,M,24,Reserve,PSG
2046,Dante ,D,35,Starter,Nice
2047,José Fonte ,D,35,Starter,Lille
2048,Rafael ,D,28,Reserve,Lyon
2049,Thiago Maia ,M,22,Reserve,Lille
2050,Aleksandr Golovin ,M,22,Starter,Monaco
2051,M'Baye Niang ,F,24,Reserve,Rennes
2052,Anthony Lopes ,GK,28,Starter,Lyon
2053,Moussa Dembélé ,F,22,Starter,Lyon
2054,Clément Grenier ,M,28,Reserve,Rennes
2055,Morgan Sanson ,M,24,Reserve,Marseille
2056,Eric Maxim Choupo-Moting ,F,30,Reserve,PSG
2057,Clinton N'Jie ,F,25,Reserve,Marseille
2058,Duje Caleta-Car ,D,22,Reserve,Marseille
2059,Rémy Cabella ,M,29,Starter,St-Étienne
2060,Benjamin Henrichs ,D,22,Reserve,Monaco
2061,Marcelo Antônio Guedes Filho ,D,31,Starter,Lyon
2062,Loïc Rémy ,F,32,Reserve,Lille
2063,Maxwel Cornet ,F,22,Reserve,Lyon
2064,Thiago Mendes ,M,27,Starter,Lille
2065,Valère Germain ,F,28,Starter,Marseille
2066,Danijel Subasic ,GK,34,Starter,Monaco
2067,Georges-Kevin N'Koudou ,F,24,Reserve,Monaco
2068,Jason Denayer ,D,23,Starter,Lyon
2069,Rolando ,D,33,Reserve,Marseille
2070,Bouna Sarr ,D,27,Starter,Marseille
2071,Gabriel Boschilia ,M,23,Starter,Nantes
2072,Yann Karamoh ,F,20,Reserve,Bordeaux
2073,Alphonse Areola ,GK,26,Starter,PSG
2074,Lucas Tousart ,M,21,Reserve,Lyon
2075,Adama Soumaoro ,D,26,Reserve,Lille
2076,Jérémy Pied ,D,30,Starter,Lille
2077,Mike Maignan ,GK,23,Starter,Lille
2078,Neven Subotic ,D,30,Reserve,St-Étienne
2079,Tanguy Ndombélé ,M,22,Starter,Lyon
2080,Xeka ,M,24,Starter,Lille
2081,Nicolas Pépé ,F,23,Starter,Lille
2082,William Vainqueur ,M,30,Reserve,Monaco
2083,Kenny Tete ,D,23,Reserve,Lyon
2084,Max Gradel ,F,31,Starter,Toulouse
2085,Jean-Eudes Aholou ,M,25,Reserve,Monaco
2086,Jordan Ferri ,M,27,Reserve,Nîmes
2087,Lucas Ocampos ,F,24,Starter,Marseille
2088,Jordan Amavi ,D,25,Starter,Marseille
2089,Loïs Diony ,F,26,Reserve,St-Étienne
2090,Maxime López ,M,21,Starter,Marseille
2091,Benoît Costil ,GK,31,Starter,Bordeaux
2092,Diego Carlos ,D,26,Starter,Nantes
2093,Nicolas de Préville ,F,28,Reserve,Bordeaux
2094,Erik Pieters ,D,20,Reserve,Amiens
2095,Andrea Raggi ,D,34,Reserve,Monaco
2096,Houssem Aouar ,M,20,Starter,Lyon
2097,Jérémy Morel ,D,35,Reserve,Lyon
2098,Wahbi Khazri ,M,28,Starter,St-Étienne
2099,Valentin Eysseric ,F,27,Starter,Nantes
2100,Ismaïla Sarr ,F,21,Reserve,Rennes
2101,Danilo Barbosa da Silva ,M,23,Reserve,Nice
2102,Anthony Limbombe ,M,24,Starter,Nantes
2103,Kalifa Coulibaly ,F,27,Reserve,Nantes
2104,Andreas Cornelius ,F,26,Reserve,Bordeaux
2105,Ferland Mendy ,D,23,Starter,Lyon
2106,Yaya Sanogo ,F,26,Reserve,Toulouse
2107,Johan Larsson ,D,28,Reserve,Guingamp
2108,François Kamano ,F,22,Starter,Bordeaux
2109,Hiroki Sakai ,D,29,Reserve,Marseille
2110,Allan Saint-Maximin ,F,22,Starter,Nice
2111,Ciprian Tatarusanu ,GK,33,Starter,Nantes
2112,Lucas Evangelista ,M,23,Reserve,Nantes
2113,Léo Dubois ,D,24,Starter,Lyon
2114,Nicolas Pallois ,D,31,Starter,Nantes
2115,Rony Lopes ,F,23,Starter,Monaco
2116,Wylan Cyprien ,M,24,Starter,Nice
2117,Christopher Nkunku ,M,21,Reserve,PSG
2118,Diego Benaglio ,GK,35,Reserve,Monaco
2119,Martin Terrier ,F,22,Reserve,Lyon
2120,Marçal ,D,30,Reserve,Lyon
2121,Sanjin Prcic ,M,25,Reserve,Strasbourg
2122,Baptiste Reynet ,GK,28,Starter,Toulouse
2123,Gaëtan Laborde ,F,24,Starter,Montpellier
2124,Loïc Perrin ,D,33,Starter,St-Étienne
2125,Mathieu Debuchy ,D,33,Starter,St-Étienne
2126,Stéphane Ruffier ,GK,32,Starter,St-Étienne
2127,Robert Beric ,F,27,Reserve,St-Étienne
2128,Björn Engels ,D,24,Starter,Reims
2129,Romain Hamouma ,F,32,Starter,St-Étienne
2130,Pietro Pellegri ,F,18,Reserve,Monaco
2131,Nolan Roux ,F,31,Starter,Guingamp
2132,Nemanja Radonjic ,F,23,Reserve,Marseille
2133,Abdul Rahman Baba ,D,24,Starter,Reims
2134,Naïm Sliti ,F,26,Starter,Dijon
2135,Pape Cheikh ,M,21,Reserve,Lyon
2136,Edgar Ié ,D,24,Reserve,Nantes
2137,François Moubandje ,D,28,Reserve,Toulouse
2138,Luiz Araújo ,F,22,Reserve,Lille
2139,Otávio ,M,24,Starter,Bordeaux
2140,Kévin Monnet-Paquet ,F,30,Starter,St-Étienne
2141,Benjamin André ,M,28,Starter,Rennes
2142,Jakob Johansson ,M,28,Reserve,Rennes
2143,Jimmy Briand ,F,33,Starter,Bordeaux
2144,Jimmy Durmaz ,F,30,Starter,Toulouse
2145,Valentin Rongier ,M,24,Starter,Nantes
2146,Yohann Pelé ,GK,36,Reserve,Marseille
2147,Younousse Sankharé ,M,29,Starter,Bordeaux
2148,Jonathan Bamba ,F,23,Starter,Lille
2149,Zeki Celik ,D,22,Reserve,Lille
2150,Hyun-jun Suk ,F,27,Reserve,Reims
2151,Christophe Jallet ,D,35,Starter,Nice
2152,Jaroslav Plasil ,M,37,Reserve,Bordeaux
2153,Paul Baysse ,D,30,Starter,Caen
2154,Benjamin Bourigeaud ,M,25,Starter,Rennes
2155,Claudio Beauvue ,F,30,Starter,Caen
2156,Arbër Zeneli ,F,24,Reserve,Reims
2157,Alexandre Mendy ,F,25,Reserve,Guingamp
2158,Nicolas Benezet ,M,28,Reserve,Guingamp
2159,Souleymane Camara ,F,36,Reserve,Montpellier
2160,Didier Ndong ,M,24,Reserve,Guingamp
2161,Benjamin Lecomte ,GK,27,Starter,Montpellier
2162,Faitout Maouassa ,M,20,Starter,Nîmes
2163,Jordan Siebatcheu ,F,22,Reserve,Rennes
2164,Ronny Rodelin ,F,29,Starter,Guingamp
2165,Rene Krhin ,M,28,Reserve,Nantes
2166,Majeed Waris ,F,27,Reserve,Nantes
2167,Chang-hun Kwon ,F,24,Reserve,Dijon
2168,Lamine Koné ,D,30,Starter,Strasbourg
2169,Rui Fonte ,F,28,Reserve,Lille
2170,Timothée Kolodziejczak ,D,27,Starter,St-Étienne
2171,Adrien Hunou ,M,25,Starter,Rennes
2172,Andy Delort ,F,27,Starter,Montpellier
2173,Papy Djilobodji ,D,30,Reserve,Guingamp
2174,Romain Amalfitano ,M,29,Reserve,Dijon
2175,Paul Lasne ,M,30,Reserve,Montpellier
2176,Baptiste Santamaría ,M,24,Starter,Angers
2177,Serhou Guirassy ,F,23,Reserve,Amiens
2178,Damien Da Silva ,D,30,Starter,Rennes
2179,Mexer ,D,30,Reserve,Rennes
2180,Pedro Mendes ,D,28,Starter,Montpellier
2181,Myziane Maolida ,F,20,Starter,Nice
2182,Ludovic Baal ,D,32,Reserve,Rennes
2183,Carlos Vinícius ,F,24,Reserve,Monaco
2184,Juan Ferney Otero ,F,23,Starter,Amiens
2185,Hamari Traoré ,D,27,Starter,Rennes
2186,Pablo Chavarría ,F,31,Starter,Reims
2187,Jonas Martin ,M,29,Starter,Strasbourg
2188,Ramy Bensebaini ,D,23,Starter,Rennes
2189,Facundo Píriz ,M,29,Reserve,Montpellier
2190,Corentin Jean ,F,23,Reserve,Toulouse
2191,Jonathan Ikoné ,M,20,Starter,Lille
2192,Kévin N'Doram ,M,23,Reserve,Monaco
2193,Firmin Mubele ,F,24,Reserve,Toulouse
2194,Sheyi Ojo ,F,21,Reserve,Reims
2195,Tomas Hubocan ,D,33,Reserve,Marseille
2196,Mateo Pavlovic ,D,28,Reserve,Angers
2197,Flavien Tait ,F,26,Starter,Angers
2198,Daniel Congré ,D,34,Starter,Montpellier
2199,Idriss Saadi ,F,27,Reserve,Strasbourg
2200,John Bostock ,M,27,Reserve,Toulouse
2201,Lionel Carole ,D,28,Reserve,Strasbourg
2202,Mathieu Dossevi ,F,31,Starter,Toulouse
2203,Matz Sels ,GK,27,Starter,Strasbourg
2204,Pablo ,D,27,Starter,Bordeaux
2205,Romain Danzé ,D,32,Reserve,Rennes
2206,Christopher Jullien ,D,26,Starter,Toulouse
2207,Hilton ,D,41,Starter,Montpellier
2208,Gabriel Silva ,D,27,Starter,St-Étienne
2209,Stefan Mitrovic ,D,28,Starter,Strasbourg
2210,Adrien Tamèze ,M,25,Starter,Nice
2211,Tomas Koubek ,GK,26,Starter,Rennes
2212,Kolbeinn Sigthórsson ,F,29,Reserve,Nantes
2213,Jérémy Gelin ,D,21,Starter,Rennes
2214,Jordan Marié ,M,27,Reserve,Dijon
2215,Ludovic Butelle ,GK,36,Starter,Angers
2216,Romain Thomas ,D,30,Starter,Angers
2217,Thomas Mangani ,M,31,Starter,Angers
2218,Vincent Pajot ,M,28,Reserve,Angers
2219,Youssouf Sabaly ,D,26,Reserve,Bordeaux
2220,Cheikh N'Doye ,M,33,Starter,Angers
2221,Samuel Kalu ,F,21,Starter,Bordeaux
2222,Romain Del Castillo ,F,23,Starter,Rennes
2223,Guessouma Fofana ,M,26,Reserve,Guingamp
2224,Dimitri Liénard ,M,31,Reserve,Strasbourg
2225,Baptiste Guillaume ,F,23,Starter,Nîmes
2226,Saman Ghoddos ,F,25,Reserve,Amiens
2227,Yoan Cardinale ,GK,25,Reserve,Nice
2228,Cristian López ,F,29,Reserve,Angers
2229,Charles Traoré ,D,27,Reserve,Nantes
2230,Ludovic Ajorque ,F,25,Reserve,Strasbourg
2231,Samuel Grandsir ,M,22,Reserve,Strasbourg
2232,Jordi Mboula ,F,20,Reserve,Monaco
2233,Loïc Puyo ,M,30,Reserve,Angers
2234,Racine Coly ,D,23,Reserve,Nice
2235,Jérémy Grimm ,M,32,Reserve,Strasbourg
2236,Aaron Leya Iseka ,F,21,Starter,Toulouse
2237,Benjamin Corgnet ,M,32,Reserve,Strasbourg
2238,Enzo Crivelli ,F,24,Starter,Caen
2239,Fayçal Fajr ,M,30,Starter,Caen
2240,Jérémy Sorbon ,D,35,Reserve,Guingamp
2241,Valentin Rosier ,D,22,Starter,Dijon
2242,Felix Eboa Eboa ,D,21,Starter,Guingamp
2243,Youssouf Koné ,D,23,Starter,Lille
2244,Stéphane Bahoken ,F,26,Starter,Angers
2245,Lebo Mothiba ,F,23,Starter,Strasbourg
2246,Prince Oniangué ,M,30,Starter,Caen
2247,Walter Benítez ,GK,26,Starter,Nice
2248,Oussama Haddadi ,D,27,Starter,Dijon
2249,Mihailo Ristic ,M,23,Reserve,Montpellier
2250,Gen Shoji ,D,26,Starter,Toulouse
2251,Thomas Foket ,D,24,Starter,Reims
2252,James Léa Siliki ,M,22,Reserve,Rennes
2253,Rafik Guitane ,M,19,Reserve,Rennes
2254,Ronaël Pierre-Gabriel ,D,20,Reserve,Monaco
2255,Emil Krafth ,D,24,Starter,Amiens
2256,Marcus Thuram ,F,21,Starter,Guingamp
2257,Oumar Solet ,D,19,Reserve,Lyon
2258,Ambroise Oyongo ,D,27,Starter,Montpellier
2259,Bakaye Dibassy ,D,29,Starter,Amiens
2260,Alaixys Romao ,M,35,Starter,Reims
2261,Cheik Traoré ,D,24,Reserve,Guingamp
2262,Marvin Martin ,M,31,Reserve,Reims
2263,Issiaga Sylla ,D,25,Starter,Toulouse
2264,Théo Pellenard ,D,25,Reserve,Angers
2265,Bassem Srarfi ,F,21,Reserve,Nice
2266,Florent Balmont ,M,39,Reserve,Dijon
2267,Lucas Deaux ,M,30,Reserve,Guingamp
2268,Mickaël Alphonse ,D,29,Reserve,Dijon
2269,Romain Genevois ,D,31,Reserve,Caen
2270,Yoann Gourcuff ,M,32,Reserve,Dijon
2271,Étienne Didot ,M,35,Starter,Guingamp
2272,Mehdi Zeffane ,D,26,Starter,Rennes
2273,Steven Moreira ,D,24,Reserve,Toulouse
2274,Ihsan Sacko ,M,21,Reserve,Nice
2275,Pierrick Capelle ,M,31,Reserve,Angers
2276,Olivier Boscagli ,D,21,Reserve,Nice
2277,Xavier Chavalerin ,M,28,Starter,Reims
2278,Youcef Atal ,D,22,Starter,Nice
2279,Fouad Chafik ,D,32,Reserve,Dijon
2280,Yunis Abdelhamid ,D,31,Starter,Reims
2281,Jules Koundé ,D,20,Starter,Bordeaux
2282,Abdoulaye Bamba ,D,28,Starter,Angers
2283,Maxime Dupé ,GK,26,Reserve,Nantes
2284,Lenny Pintor ,F,18,Reserve,Lyon
2285,Mathieu Gorgelin ,GK,28,Reserve,Lyon
2286,Igor Lewczuk ,D,33,Reserve,Bordeaux
2287,Moussa Diaby ,F,19,Reserve,PSG
2288,Sory Kaba ,F,23,Reserve,Dijon
2289,Malik Tchokounté ,F,30,Reserve,Caen
2290,Thomas Fontaine ,D,27,Reserve,Reims
2291,Abdoulaye Touré ,M,25,Starter,Nantes
2292,Angelo Fulgini ,M,22,Reserve,Angers
2293,Benjamin Jeannot ,F,27,Starter,Dijon
2294,Christophe Kerbrat ,D,32,Starter,Guingamp
2295,Franck Tabanou ,D,30,Reserve,Guingamp
2296,Fábio ,D,28,Reserve,Nantes
2297,Ghislain Konan ,D,23,Reserve,Reims
2298,Ismaël Diomandé ,M,26,Reserve,Caen
2299,Ismaël Traoré ,D,32,Starter,Angers
2300,Jeff Reine-Adélaïde ,F,21,Starter,Angers
2301,Junior Sambia ,M,22,Reserve,Montpellier
2302,Keagan Dolly ,F,26,Reserve,Montpellier
2303,Ludovic Blas ,M,21,Starter,Guingamp
2304,Mehdi Abeid ,M,26,Starter,Dijon
2305,Moussa Konaté ,F,26,Starter,Amiens
2306,Mustapha Diallo ,M,32,Reserve,Nîmes
2307,Pierre Lees Melou ,M,25,Starter,Nice
2308,Vincent Manceau ,D,29,Starter,Angers
2309,Wesley Lautoa ,D,31,Starter,Dijon
2310,Yannis Salibur ,F,28,Reserve,St-Étienne
2311,Zaydou Youssouf ,F,19,Reserve,Bordeaux
2312,Adrien Thomasson ,M,25,Starter,Strasbourg
2313,Alexis Blin ,M,22,Reserve,Amiens
2314,Emmanuel Imorou ,D,30,Reserve,Caen
2315,Malang Sarr ,D,20,Starter,Nice
2316,Mouhamadou Dabo ,D,32,Reserve,Caen
2317,Ibrahim Sangaré ,M,21,Starter,Toulouse
2318,Willem Geubbels ,F,17,Reserve,Monaco
2319,Jessy Moulin ,GK,33,Reserve,St-Étienne
2320,Jonathan Gradit ,D,26,Reserve,Caen
2321,Anthony Gonçalves ,M,33,Reserve,Strasbourg
2322,Yannick Cahuzac ,M,34,Starter,Toulouse
2323,Moussa Sylla ,F,19,Reserve,Monaco
2324,Mathías Suárez ,D,22,Reserve,Montpellier
2325,Quentin Cornette ,F,25,Reserve,Amiens
2326,Samuel Moutoussamy ,M,22,Reserve,Nantes
2327,Amine Gouiri ,F,19,Reserve,Lyon
2328,Pierre-Yves Polomat ,D,25,Reserve,St-Étienne
2329,Casimir Ninga ,F,25,Starter,Caen
2330,Cédric Yambéré ,D,28,Starter,Dijon
2331,Damien Le Tallec ,M,28,Starter,Montpellier
2332,Ellyes Skhiri ,M,23,Starter,Montpellier
2333,Kenny Lala ,D,27,Starter,Strasbourg
2334,Loïck Landre ,D,26,Starter,Nîmes
2335,Maxime Poundjé ,D,26,Starter,Bordeaux
2336,Pablo Martinez ,D,30,Starter,Strasbourg
2337,Petar Skuletic ,F,28,Reserve,Montpellier
2338,Edouard Mendy ,GK,27,Starter,Reims
2339,Eiji Kawashima ,GK,36,Reserve,Strasbourg
2340,Johann Carrasso ,GK,30,Reserve,Reims
2341,Nicolas Cozza ,D,20,Reserve,Montpellier
2342,Nolan Mbemba ,M,24,Reserve,Reims
2343,Josh Maja ,F,20,Reserve,Bordeaux
2344,Yoann Andreu ,D,29,Reserve,Angers
2345,Mickaël Le Bihan ,F,28,Reserve,Nice
2346,Jordan Lefort ,D,25,Reserve,Amiens
2347,Hassane Kamara ,D,25,Reserve,Reims
2348,Denis Petric ,GK,30,Reserve,Guingamp
2349,Abdallah Ndour ,D,25,Reserve,Strasbourg
2350,Jean-Victor Makengo ,M,20,Reserve,Nice
2351,Souleyman Doumbia ,D,22,Reserve,Rennes
2352,Olivier Kemen ,M,22,Reserve,Lyon
2353,Rafael Leão ,F,19,Starter,Lille
2354,Paul Bernardoni ,GK,21,Starter,Nîmes
2355,Vukasin Jovanovic ,D,22,Reserve,Bordeaux
2356,Gerzino Nyamsi ,D,22,Reserve,Rennes
2357,Kayembe ,M,24,Reserve,Nantes
2358,Lebogang Phiri ,M,24,Reserve,Guingamp
2359,Pedro Rebocho ,D,24,Starter,Guingamp
2360,Stiven Mendoza ,F,26,Starter,Amiens
2361,Yeni N'Gbakoto ,F,27,Reserve,Guingamp
2362,Namakoro Diallo ,D,23,Reserve,Rennes
2363,Alexander Djiku ,D,24,Starter,Caen
2364,Baissama Sankoh ,M,27,Reserve,Caen
2365,Brice Samba ,GK,24,Starter,Caen
2366,Florent Mollet ,M,27,Starter,Montpellier
2367,Frédéric Guilbert ,D,24,Starter,Caen
2368,Jan Repas ,F,22,Reserve,Caen
2369,Julio Tavarès ,F,30,Starter,Dijon
2370,Nayef Aguerd ,D,23,Reserve,Dijon
2371,Ruben Aguilar ,D,25,Starter,Montpellier
2372,Rémi Walter ,M,23,Reserve,Nice
2373,Rúnar Alex Rúnarsson ,GK,24,Starter,Dijon
2374,Wesley Saïd ,F,23,Reserve,Dijon
2375,Yacine Bammou ,F,27,Reserve,Caen
2376,Youssef Aït Bennasser ,M,22,Starter,St-Étienne
2377,Jérôme Prior ,GK,23,Reserve,Bordeaux
2378,Karl-Johan Johnsson ,GK,29,Starter,Guingamp
2379,Lucas Lima ,D,27,Starter,Nantes
2380,Stanley N'Soki ,D,20,Reserve,PSG
2381,Marc-Aurèle Caillard ,GK,24,Reserve,Guingamp
2382,Denis Bouanga ,M,24,Starter,Nîmes
2383,Matthieu Dreyer ,GK,30,Reserve,Amiens
2384,Sofiane Diop ,M,18,Reserve,Monaco
2385,Arnaud Nordin ,F,20,Reserve,St-Étienne
2386,Régis Gurtner ,GK,32,Starter,Amiens
2387,Rémi Oudin ,F,22,Starter,Reims
2388,Gabriel Magalhães ,D,21,Starter,Lille
2389,Rachid Alioui ,F,26,Reserve,Nîmes
2390,Ibrahim Cissé ,D,22,Reserve,Angers
2391,Aly Ndom ,M,22,Reserve,Caen
2392,Arnold Bouka Moutou ,D,30,Reserve,Dijon
2393,Abdoulaye Diallo ,GK,27,Reserve,Rennes
2394,Elhadji Pape Diaw ,D,24,Reserve,Angers
2395,Jessy Deminguet ,M,21,Reserve,Caen
2396,Maxence Caqueret ,M,19,Reserve,Lyon
2397,Patrick Burner ,D,23,Reserve,Nice
2398,Marc Vidal ,GK,27,Reserve,Toulouse
2399,Zacharie Boucher ,GK,27,Reserve,Angers
2400,Theo Valls ,M,23,Starter,Nîmes
2401,Mouez Hassen ,GK,24,Reserve,Nice
2402,Adam Jakubech ,GK,22,Reserve,Lille
2403,Adama Mbengue ,D,25,Reserve,Caen
2404,Hervé Koffi ,GK,22,Reserve,Lille
2405,Toma Basic ,M,22,Starter,Bordeaux
2406,Aurélien Tchouaméni ,M,19,Reserve,Bordeaux
2407,Bongani Zungu ,M,26,Reserve,Amiens
2408,Boubacar Kamara ,D,19,Reserve,Marseille
2409,Christophe Hérelle ,D,26,Starter,Nice
2410,Nuno Da Costa ,F,28,Starter,Strasbourg
2411,Prince Gouano ,D,25,Starter,Amiens
2412,Téji Savanier ,M,27,Starter,Nîmes
2413,Umut Bozok ,F,22,Starter,Nîmes
2414,Frédéric Sammaritano ,M,33,Starter,Dijon
2415,Jordan Ikoko ,D,25,Starter,Guingamp
2416,Marcus Coco ,F,22,Starter,Guingamp
2417,Seydou Sy ,GK,23,Reserve,Monaco
2418,Anthony Walongwa ,D,25,Reserve,Nantes
2419,Loïc Badiashile ,GK,21,Reserve,Rennes
2420,Mehdi Merghem ,M,21,Reserve,Guingamp
2421,Nicolas Janvier ,M,20,Reserve,Rennes
2422,Pierrick Valdivia ,M,30,Reserve,Nîmes
2423,Kelvin Amian ,D,21,Reserve,Toulouse
2424,Moussa Doumbia ,F,24,Reserve,Reims
2425,Tristan Dingomé ,M,28,Starter,Reims
2426,Yusuf Sari ,F,20,Reserve,Marseille
2427,Julien Serrano ,D,21,Reserve,Monaco
2428,Anthony Briancon ,D,24,Starter,Nîmes
2429,Florian Miguel ,D,22,Reserve,Nîmes
2430,Wilfried Kanga ,F,21,Reserve,Angers
2431,Kévin Zohi ,F,22,Reserve,Strasbourg
2432,Anthony Caci ,D,21,Starter,Strasbourg
2433,Renaud Ripart ,M,26,Reserve,Nîmes
2434,Fodé Ballo-Touré ,D,22,Starter,Monaco
2435,Yacine Adli ,M,18,Reserve,Bordeaux
2436,Bingourou Kamara ,GK,22,Reserve,Strasbourg
2437,Ibrahima Sissoko ,M,21,Starter,Strasbourg
2438,Mathieu Bodmer ,M,36,Starter,Amiens
2439,Paul Reulet ,GK,25,Reserve,Caen
2440,Thomas Monconduit ,M,28,Starter,Amiens
2441,Martin Sourzac ,GK,27,Reserve,Nîmes
2442,Axel Disasi ,D,21,Reserve,Reims
2443,Romain Faivre ,M,20,Reserve,Monaco
2444,Gautier Lloris ,D,23,Reserve,Nice
2445,Gaëtan Poussin ,GK,20,Reserve,Bordeaux
2446,Sofiane Alakouch ,D,20,Starter,Nîmes
2447,Kouadio-Yves Dabila ,D,22,Reserve,Lille
2448,Erwin Zelazny ,GK,27,Reserve,Caen
2449,Sergi Palencia ,D,23,Starter,Bordeaux
2450,Enock Kwateng ,D,22,Starter,Nantes
2451,Saîf-Eddine Khaoui ,M,23,Starter,Caen
2452,Féthi Harek ,D,36,Reserve,Nîmes
2453,Panagiotis Vlachodimos ,M,27,Reserve,Nîmes
2454,Mathieu Cafaro ,M,22,Starter,Reims
2455,Moreto Cassamá ,M,21,Reserve,Reims
2456,Khaled Adénon ,D,33,Starter,Amiens
2457,Florian Escales ,GK,23,Reserve,Marseille
2458,Oualid El Hajjam ,D,28,Reserve,Amiens
2459,Sada Thioub ,M,23,Starter,Nîmes
2460,Dimitry Bertaud ,GK,20,Reserve,Montpellier
2461,Anthony Racioppi ,GK,20,Reserve,Lyon
2462,Farid El Melali ,F,21,Reserve,Angers
2463,Ignatius Ganago ,F,20,Reserve,Nice
2464,Enzo Loiodice ,M,18,Starter,Dijon
2465,Jonathan Ligali ,GK,27,Reserve,Montpellier
2466,Yoël Armougom ,D,20,Starter,Caen
2467,Sacha Marasovic ,M,21,Reserve,Marseille
2468,Bryan Passi ,D,21,Reserve,Montpellier
2469,Mauro Goicoechea ,GK,31,Reserve,Toulouse
2470,Bobby Allain ,GK,27,Reserve,Dijon
2471,Colin Dagba ,D,20,Reserve,PSG
2472,Eddy Gnahoré ,M,25,Starter,Amiens
2473,Thomas Basila ,D,19,Reserve,Nantes
2474,Florian Chabrolle ,F,21,Reserve,Marseille
2475,Baptiste Valette ,GK,26,Reserve,Nîmes
2476,Lucas Perrin ,D,20,Reserve,Marseille
2477,Cheick Timite ,F,21,Reserve,Amiens
2478,Gaëtan Paquiez ,D,25,Reserve,Nîmes
2479,Randal Kolo Muani ,F,20,Reserve,Nantes
2480,Hakim El Mokeddem ,M,20,Reserve,Toulouse
2481,Virgile Piechocki ,M,22,Reserve,Reims
2482,Azzeddine Toufiqui ,M,19,Reserve,PSG
2483,Sambou Sissoko ,D,19,Reserve,Reims
2484,Killian Sanson ,M,21,Reserve,Montpellier
2485,Boubakary Soumaré ,M,20,Reserve,Lille
2486,Jules Keita ,F,20,Reserve,Dijon
2487,Makhtar Gueye ,F,21,Reserve,St-Étienne
2488,Sébastien Cibois ,GK,21,Reserve,PSG
2489,Armand Laurienté ,M,20,Reserve,Rennes
2490,Antonin Bobichon ,M,23,Reserve,Nîmes
2491,Mickaël Panos ,D,22,Reserve,St-Étienne
2492,Sami Ben Amar ,F,21,Reserve,Nîmes
2493,Arton Zekaj ,M,18,Reserve,Lille
2494,Abdoulaye Dabo ,M,18,Reserve,Nantes
2495,Senou Coulibaly ,D,24,Reserve,Dijon
2496,Clément Depres ,F,24,Reserve,Nîmes
2497,Hervé Lybohy ,D,35,Reserve,Nîmes
2498,Abou Ouattara ,F,19,Reserve,Lille
2499,Matthias Phaeton ,F,19,Reserve,Guingamp
2500,Duplexe Tchamba ,D,20,Reserve,Strasbourg
2501,Moataz Zemzemi ,M,19,Reserve,Strasbourg
2502,Djegui Koita ,D,19,Reserve,Guingamp
2503,Youssouf Fofana ,M,20,Reserve,Strasbourg
2504,Ismaël Aaneba ,D,19,Reserve,Strasbourg
2505,William Saliba ,D,18,Reserve,St-Étienne
2506,Over Mandanda ,GK,20,Reserve,Bordeaux
2507,Abdel Malik Hsissane ,M,28,Reserve,Nîmes
2508,Gaoussou Traoré ,F,19,Reserve,Amiens
2509,Alexandre Olliero ,GK,23,Reserve,Nantes
2510,Mathieu Goncalves ,D,17,Reserve,Toulouse
2511,Hicham Mahou ,F,19,Reserve,Nice
2512,Kalidou Sidibé ,M,20,Reserve,Toulouse
2513,Benoît Badiashile ,D,18,Starter,Monaco
2514,Sory Doumbouya ,F,20,Reserve,Dijon
2515,Yannis Clementia ,GK,21,Reserve,Nice
2516,Andrei Girotto ,M,27,Starter,Nantes
2517,Quentin Braat ,GK,21,Reserve,Nantes
2518,Reinildo Mandava ,D,25,Reserve,Lille
2519,Adil Taoui ,F,17,Reserve,Toulouse
2520,Romain Cagnon ,GK,21,Reserve,Marseille
2521,Edvinas Gertmonas ,GK,22,Reserve,Rennes
2522,Jérémie Porsan-Clemente ,D,21,Reserve,Montpellier
2523,Rayan Aït Nouri ,D,17,Reserve,Angers
2524,Evens Joseph ,F,19,Reserve,Caen
2525,Valentín Vada ,M,23,Reserve,St-Étienne
2526,Antonio Mance ,F,23,Reserve,Nantes
2527,Gauthier Banaziak ,GK,21,Reserve,Amiens
2528,Anthony Mandrea ,GK,22,Reserve,Angers
2529,Thomas Callens ,GK,20,Reserve,Caen
2530,Stefan Bajic ,GK,17,Reserve,St-Étienne
2531,Bafodé Diakité ,D,18,Starter,Toulouse
2532,Ryan Bouallak ,GK,19,Reserve,Reims
2533,Théo Vermot ,GK,22,Reserve,St-Étienne
